#
# Results on Wed, 12 Jan 2022 18:42:17 GMT
# USER AGENT: Mozilla/5.0 (X11; CrOS x86_64 14092.66.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.95 Safari/537.36
# Design number was non-random = 116
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. Comments.
1642012937,b3069969ec0de23df68696338a818120,PennController,2,0,consent,NULL,PennController,0,_Trial_,Start,1642012431282,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,2,0,consent,NULL,Controller-Form,Form,prolific,6026f16e1fcd140f67e637cf,1642012465296,Any addtional parameters were appended as additional columns
1642012937,b3069969ec0de23df68696338a818120,PennController,2,0,consent,NULL,Controller-Form,Form,consent,yes,1642012465296,Any addtional parameters were appended as additional columns
1642012937,b3069969ec0de23df68696338a818120,PennController,2,0,consent,NULL,PennController,0,_Trial_,End,1642012465306,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,3,0,intro1,NULL,PennController,1,_Trial_,Start,1642012465324,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,3,0,intro1,NULL,PennController,1,_Trial_,End,1642012530380,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,4,0,intro2,NULL,PennController,2,_Trial_,Start,1642012530384,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,4,0,intro2,NULL,PennController,2,_Trial_,End,1642012548959,NULL
# 13. Sentence.
# 14. List.
# 15. Item.
# 16. Comments.
1642012937,b3069969ec0de23df68696338a818120,PennController,17,0,PlauNPS,NULL,PennController,17,_Trial_,Start,1642012548964,The suspect showed that the file deserved further investigation during the murder trial.,i,1,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,17,0,PlauNPS,NULL,Scale,judgment,Choice,7,1642012555593,The suspect showed that the file deserved further investigation during the murder trial.,i,1,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,17,0,PlauNPS,NULL,PennController,17,_Trial_,End,1642012556620,The suspect showed that the file deserved further investigation during the murder trial.,i,1,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,26,0,PlauNPZ,NULL,PennController,26,_Trial_,Start,1642012556626,Once the new chef started%2C the restaurant separated mediocre cooks from gifted ones.,i,23,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,26,0,PlauNPZ,NULL,Scale,judgment,Choice,4,1642012569397,Once the new chef started%2C the restaurant separated mediocre cooks from gifted ones.,i,23,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,26,0,PlauNPZ,NULL,PennController,26,_Trial_,End,1642012571056,Once the new chef started%2C the restaurant separated mediocre cooks from gifted ones.,i,23,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,14,0,ImplauMVRR,NULL,PennController,14,_Trial_,Start,1642012571060,The yoga instructor who was offered the beard demanded immense physical effort from everyone.,i,17,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,14,0,ImplauMVRR,NULL,Scale,judgment,Choice,1,1642012576051,The yoga instructor who was offered the beard demanded immense physical effort from everyone.,i,17,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,14,0,ImplauMVRR,NULL,PennController,14,_Trial_,End,1642012577041,The yoga instructor who was offered the beard demanded immense physical effort from everyone.,i,17,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,7,0,ImplauNPZ,NULL,PennController,7,_Trial_,Start,1642012577046,After the technician called%2C the smile stopped working almost immediately to his surprise.,i,7,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,7,0,ImplauNPZ,NULL,Scale,judgment,Choice,1,1642012582218,After the technician called%2C the smile stopped working almost immediately to his surprise.,i,7,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,7,0,ImplauNPZ,NULL,PennController,7,_Trial_,End,1642012583513,After the technician called%2C the smile stopped working almost immediately to his surprise.,i,7,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,24,0,PlauMVRR,NULL,PennController,24,_Trial_,Start,1642012583518,The patient who was refused the treatment continued causing uncomfortable scenes in the ER.,i,19,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,24,0,PlauMVRR,NULL,Scale,judgment,Choice,5,1642012602701,The patient who was refused the treatment continued causing uncomfortable scenes in the ER.,i,19,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,24,0,PlauMVRR,NULL,PennController,24,_Trial_,End,1642012603921,The patient who was refused the treatment continued causing uncomfortable scenes in the ER.,i,19,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,25,0,PlauNPS,NULL,PennController,25,_Trial_,Start,1642012603925,The operator observed that the machine started working efficiently all of a sudden.,i,20,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,25,0,PlauNPS,NULL,Scale,judgment,Choice,7,1642012610672,The operator observed that the machine started working efficiently all of a sudden.,i,20,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,25,0,PlauNPS,NULL,PennController,25,_Trial_,End,1642012611742,The operator observed that the machine started working efficiently all of a sudden.,i,20,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,13,0,ImplauNPZ,NULL,PennController,13,_Trial_,Start,1642012611746,When the little girl attacked%2C the shirt remained relatively calm despite the sudden assault.,i,16,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,13,0,ImplauNPZ,NULL,Scale,judgment,Choice,1,1642012617228,When the little girl attacked%2C the shirt remained relatively calm despite the sudden assault.,i,16,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,13,0,ImplauNPZ,NULL,PennController,13,_Trial_,End,1642012618194,When the little girl attacked%2C the shirt remained relatively calm despite the sudden assault.,i,16,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,21,0,PlauMVRR,NULL,PennController,21,_Trial_,Start,1642012618199,The assistant manager who was assigned the training seemed unnecessarily demanding to new staff.,i,12,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,21,0,PlauMVRR,NULL,Scale,judgment,Choice,7,1642012632487,The assistant manager who was assigned the training seemed unnecessarily demanding to new staff.,i,12,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,21,0,PlauMVRR,NULL,PennController,21,_Trial_,End,1642012633642,The assistant manager who was assigned the training seemed unnecessarily demanding to new staff.,i,12,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,30,0,PluralNPZZ,NULL,PennController,30,_Trial_,Start,1642012633646,Even if the mother calls%2C her boys continue causing problems with the other kids on the playground.,i,19,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,30,0,PluralNPZZ,NULL,Scale,judgment,Choice,2,1642012646100,Even if the mother calls%2C her boys continue causing problems with the other kids on the playground.,i,19,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,30,0,PluralNPZZ,NULL,PennController,30,_Trial_,End,1642012646730,Even if the mother calls%2C her boys continue causing problems with the other kids on the playground.,i,19,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,27,0,PlauNPZ,NULL,PennController,27,_Trial_,Start,1642012646736,When the apprentice baker worked%2C the oven produced smaller cakes because he lacked experience.,i,24,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,27,0,PlauNPZ,NULL,Scale,judgment,Choice,7,1642012653714,When the apprentice baker worked%2C the oven produced smaller cakes because he lacked experience.,i,24,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,27,0,PlauNPZ,NULL,PennController,27,_Trial_,End,1642012654844,When the apprentice baker worked%2C the oven produced smaller cakes because he lacked experience.,i,24,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,5,0,ImplauNPS,NULL,PennController,5,_Trial_,Start,1642012654853,The new doctor demonstrated that the melon appeared increasingly likely to succeed.,i,5,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,5,0,ImplauNPS,NULL,Scale,judgment,Choice,1,1642012660586,The new doctor demonstrated that the melon appeared increasingly likely to succeed.,i,5,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,5,0,ImplauNPS,NULL,PennController,5,_Trial_,End,1642012661576,The new doctor demonstrated that the melon appeared increasingly likely to succeed.,i,5,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,34,0,SingNPZZ,NULL,PennController,34,_Trial_,Start,1642012661584,After the esteemed reviewer reads%2C the book gains more attention due to his glowing praise.,i,6,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,34,0,SingNPZZ,NULL,Scale,judgment,Choice,7,1642012670628,After the esteemed reviewer reads%2C the book gains more attention due to his glowing praise.,i,6,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,34,0,SingNPZZ,NULL,PennController,34,_Trial_,End,1642012671575,After the esteemed reviewer reads%2C the book gains more attention due to his glowing praise.,i,6,NULL
1642012937,b3069969ec0de23df68696338a818120,PennController,19,0,PlauNPS,NULL,PennController,19,_Trial_,Start,1642012671580,The guitarist knew that the song failed dramatically because of the tensions within the band.,i,9,NULL
